taxon_name,tipo,source_information
Cervus elaphus corsicanus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Ceryle rudis,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Cestrum nocturnum,['Exótica'],['Exocat ']
Cestrum parqui,['Exótica'],['Exocat ']
Cetorhinus maximus,['En Peligro'],['Anexo II Conveni Barcelona']
Chaenomeles,['Introduced'],[]
Chaenomeles speciosa,['Exótica'],['Exocat ']
Chalcionellus decemstriatus,['Exótica'],['Exocat ']
Chamaecyparis lawsoniana,['Introduced'],[]
Chamaeleo calyptratus,['Introduced'],[]
Channa spp,['Introduced'],[]
Charadrius alexandrinus,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Charadrius dubius,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Charadrius hiaticula,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Charadrius leschenaulti,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Charadrius leschenaultii columbinus,['En Peligro'],['Anexo II Conveni Barcelona']
Charonia lampas,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Charonia variegata,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Charybdis feriata,['Exótica'],['Exocat ']
Charybdis numidica,['Exótica'],['Exocat ']
Charybdis pancration,['Exótica'],['Exocat ']
Chelonia mydas,['En Peligro'],['Anexo II Conveni Barcelona']
Chelydra serpentina,['Exótica'],['Exocat ']
Chenonetta jubata,['Exótica'],['Exocat ']
Chenopodium ambrosioides,['Introduced'],[]
Chenopodium nutans,['Introduced'],[]
Chenopodium pedunculare,['Exótica'],['Exocat ']
Chenopodium strictum,['Exótica'],['Exocat ']
Cherax destructor,['Introduced'],[]
Chersophilus duponti,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Chilo suppressalis,['Exótica'],['Exocat ']
Chlidonias hybrida,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Chlidonias leucopterus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Chlidonias niger,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Chloephaga picta,['Exótica'],['Exocat ']
Chloris gayana,['Exótica'],['Exocat ']
Chloris truncata,['Exótica'],['Exocat ']
Chloris virgata,['Exótica'],['Exocat ']
Chlorophorus annularis,['Exótica'],['Exocat ']
Chlorophytum comosum,"['Exótica', 'Introduced']",['Exocat ']
Chromaphis juglandicola,['Exótica'],['Exocat ']
Chrysanthemum indicum,['Exótica'],['Exocat ']
Chrysemys picta,"['Exótica', 'Introduced']",['Exocat ']
Chrysolophus amherstiae,['Exótica'],['Exocat ']
Chrysolophus pictus,['Exótica'],['Exocat ']
Chrysomela tremula,['Exótica'],['Exocat ']
Chrysomya albiceps,['Exótica'],['Exocat ']
Chrysonephos lewisii,"['Exótica', 'Introduced']",['Exocat ']
Cicer arietinum,['Exótica'],['Exocat ']
Cichorium endivia,['Exótica'],['Exocat ']
Ciconia abdimii,['Exótica'],['Exocat ']
Ciconia ciconia,['Exótica'],['Exocat ']
Ciconiidae,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Cinclus cinclus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Ciona intestinalis,['Exótica'],['Exocat ']
Cistus parviflorus,['Exótica'],['Exocat ']
Citellus citellus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Citellus suslicus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Citrullus colocynthis,['Exótica'],['Exocat ']
Citrullus lanatus,"['Exótica', 'Introduced']",['Exocat ']
Citrus aurantium,['Exótica'],['Exocat ']
Citrus limon,['Exótica'],['Exocat ']
Cladocora caespitosa,['En Peligro'],['Anexo II Conveni Barcelona']
Cladocora debilis,['En Peligro'],['Anexo II Conveni Barcelona']
Clamator glandarius,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Clarkia unguiculata,['Exótica'],['Exocat ']
Clavelina lepadiformis,['Exótica'],['Exocat ']
Clavelina oblonga,['Exótica'],['Exocat ']
Cleistocactus hyalacanthus,['Exótica'],['Exocat ']
Cleistocactus straussii,['Exótica'],['Exocat ']
Clematis vitalba,['Introduced'],[]
Cleome violacea,['Exótica'],['Exocat ']
Clerodendrum bungei,['Exótica'],['Exocat ']
Clerodendrum trichotomum,['Exótica'],['Exocat ']
Clivia cf. miniata,['Exótica'],['Exocat ']
Cobitis bilineata,['Exótica'],['Exocat ']
Cobitis paludica,['Exótica'],['Exocat ']
Codium fragile,"['Exótica', 'Introduced']",['Exocat ']
Colinus virginianus,['Exótica'],['Exocat ']
Colocasia esculenta,"['Exótica', 'Introduced']",['Exocat ']
Colpomenia peregrina,['Exótica'],['Exocat ']
Columba livia var. domestica,['Exótica'],['Exocat ']
Commelina communis,"['Exótica', 'Introduced']",['Exocat ']
Commelina erecta,['Exótica'],['Exocat ']
Conringia orientalis,['Exótica'],['Exocat ']
Consolida ajacis,"['Exótica', 'Introduced']",['Exocat ']
Consolida orientalis,['Exótica'],['Exocat ']
Convolvulus betonicifolius,['Exótica'],['Exocat ']
Convolvulus farinosus,['Exótica'],['Exocat ']
Convolvulus sabatius subsp. mauritanicus,['Exótica'],['Exocat ']
Convolvulus tricolor,['Exótica'],['Exocat ']
Conyza,['Introduced'],[]
Conyza sp.,['Exótica'],['Exocat ']
Conyza sumatrensis,"['Exótica', 'Introduced']",['Exocat ']
Coracias garrulus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Corallium rubrum,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Corbicula fluminalis,['Exótica'],['Exocat ']
Corbicula fluminea,"['Exótica', 'Introduced']",['Exocat ']
Corbicula insularis,['Exótica'],['Exocat ']
Corbicula javanica,['Exótica'],['Exocat ']
Corbicula largillierti,['Exótica'],['Exocat ']
Corbicula leana,['Exótica'],['Exocat ']
Corbicula producta,['Exótica'],['Exocat ']
Corbicula sp.,['Exótica'],['Exocat ']
Cordylophora caspia,"['Exótica', 'Introduced']",['Exocat ']
Coreopsis cf. lanceolata,['Exótica'],['Exocat ']
Coreopsis tinctoria,['Exótica'],['Exocat ']
Coriandrum sativum,['Exótica'],['Exocat ']
Cornus mas,['Exótica'],['Exocat ']
Coronilla valentina glauca,['Introduced'],[]
Coronilla valentina subsp. glauca,['Exótica'],['Exocat ']
Cortaderia selloana,"['Exótica', 'Introduced']",['Exocat ']
Cortaderia spp,['Introduced'],[]
Corvus albus,['Exótica'],['Exocat ']
Corvus ruficollis,['Exótica'],['Exocat ']
Corvus splendens,"['Exótica', 'Introduced']",['Exocat ']
Corylus colurna,['Exótica'],['Exocat ']
Corythauma ayyari,['Exótica'],['Exocat ']
Corythucha arcuata,['Exótica'],['Exocat ']
Corythucha ciliata,['Exótica'],['Exocat ']
Cosmos bipinnatus,['Exótica'],['Exocat ']
Cotinus coggygria,['Exótica'],['Exocat ']
Cotoneaster,['Introduced'],[]
Cotoneaster affinis,['Exótica'],['Exocat ']
Cotoneaster apiculatus,['Exótica'],['Exocat ']
Cotoneaster bullatus,['Exótica'],['Exocat ']
Cotoneaster coriaceus,"['Exótica', 'Introduced']",['Exocat ']
Cotoneaster dielsianus,['Exótica'],['Exocat ']
Cotoneaster divaricatus,['Exótica'],['Exocat ']
Cotoneaster franchetii,['Exótica'],['Exocat ']
Cotoneaster horizontalis,"['Exótica', 'Introduced']",['Exocat ']
Cotoneaster integrifolius,['Exótica'],['Exocat ']
Cotoneaster lacteus,['Introduced'],[]
Cotoneaster pannosus,"['Exótica', 'Introduced']",['Exocat ']
Cotoneaster salicifolius,['Exótica'],['Exocat ']
Cotoneaster simonsii,['Exótica'],['Exocat ']
Cotula australis,['Exótica'],['Exocat ']
Cotula coronopifolia,['Exótica'],['Exocat ']
Coturnix coturnix,['Exótica'],['Exocat ']
Coturnix japonica,"['Exótica', 'Introduced']",['Exocat ']
Cotyledon orbiculata,['Exótica'],['Exocat ']
Craspedacusta sowerbyi,['Exótica'],['Exocat ']
Crassostrea gigas,['Exótica'],['Exocat ']
Crassula arborescens,['Exótica'],['Exocat ']
Crassula helmsii,['Introduced'],[]
Crassula multicava,['Exótica'],['Exocat ']
Crassula muscosa,['Exótica'],['Exocat ']
Crassula nudicaulis,['Exótica'],['Exocat ']
Crassula ovata,['Exótica'],['Exocat ']
Crassula pubescens subsp. radicans,['Exótica'],['Exocat ']
Crassula tetragona subsp. robusta,['Exótica'],['Exocat ']
Crataegus azarolus,['Exótica'],['Exocat ']
Crepidula fornicata,"['Exótica', 'Introduced']",['Exocat ']
Crepipatella dilatata,['Exótica'],['Exocat ']
Crepis bellidifolia,['Exótica'],['Exocat ']
Crepis bursifolia,['Exótica'],['Exocat ']
Crepis sancta subsp. sancta,['Exótica'],['Exocat ']
Crepis zacintha,['Exótica'],['Exocat ']
Crex crex,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Cricetomys gambianus,['Exótica'],['Exocat ']
Cricetus cricetus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Crithagra atrogularis,['Exótica'],['Exocat ']
Crithagra dorsostriata,['Exótica'],['Exocat ']
Crithagra mozambica,['Exótica'],['Exocat ']
Crocidura canariensis,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Crocidura cypria,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Crocosmia crocosmiiflora,['Exótica'],['Exocat ']
Crocus sativus,['Exótica'],['Exocat ']
Crodidura ariadne,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Cryptotermes brevis,['Exótica'],['Exocat ']
Ctenopharyngodon idella,['Exótica'],['Exocat ']
Cucumis melo,['Exótica'],['Exocat ']
Cucumis sativus,['Exótica'],['Exocat ']
Cucurbita maxima,['Exótica'],['Exocat ']
Cucurbita moschata,['Exótica'],['Exocat ']
Cucurbita pepo,"['Exótica', 'Introduced']",['Exocat ']
Cuon alpinus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Cupressus arizonica,['Exótica'],['Exocat ']
Cupressus lusitanica,['Introduced'],[]
Cupressus macrocarpa,['Exótica'],['Exocat ']
Cupressus sempervirens,"['Exótica', 'Introduced']",['Exocat ']
Cuscuta campestris,"['Exótica', 'Introduced']",['Exocat ']
Cuscuta epilinum,['Exótica'],['Exocat ']
Cyanistes cyanus,['Exótica'],['Exocat ']
Cyanoliseus patagonus,['Exótica'],['Exocat ']
Cyanopica cooki,['Exótica'],['Exocat ']
Cyanopica cyanus,['Exótica'],['Exocat ']
Cyclamen hederifolium,['Exótica'],['Exocat ']
Cyclamen persicum,['Exótica'],['Exocat ']
Cyclemys dentata,['Exótica'],['Exocat ']
Cyclospermum leptophyllum,['Exótica'],['Exocat ']
Cydalima perspectalis,"['Exótica', 'Introduced']",['Exocat ']
Cydonia oblonga,"['Exótica', 'Introduced']",['Exocat ']
Cygnus atratus,"['Exótica', 'Introduced']",['Exocat ']
Cygnus bewickii,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Cygnus cygnus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Cygnus olor,['Exótica'],['Exocat ']
Cylindropuntia fulgida,['Exótica'],['Exocat ']
Cylindropuntia imbricata,['Exótica'],['Exocat ']
Cylindropuntia leptocaulis,['Exótica'],['Exocat ']
Cylindropuntia prolifera,['Exótica'],['Exocat ']
Cylindropuntia sp.,['Exótica'],['Exocat ']
Cylindropuntia spinosior,['Exótica'],['Exocat ']
Cylindropuntia spp,['Introduced'],[]
Cylindropuntia tunicata,"['Exótica', 'Introduced']",['Exocat ']
Cymbalaria muralis,['Introduced'],[]
Cymbalaria muralis subsp. muralis,['Exótica'],['Exocat ']
Cymodocea nodosa,['En Peligro'],['Anexo II Conveni Barcelona']
Cynara baetica,['Exótica'],['Exocat ']
Cynara cardunculus,['Exótica'],['Exocat ']
Cynara scolymus,['Exótica'],['Exocat ']
Cynops pyrrhogaster,['Exótica'],['Exocat ']
Cyperus alternifolius,['Introduced'],[]
Cyperus auricomus,['Exótica'],['Exocat ']
Cyperus congestus,['Exótica'],['Exocat ']
Cyperus difformis,['Exótica'],['Exocat ']
Cyperus eragrostis,['Exótica'],['Exocat ']
Cyperus esculentus,['Exótica'],['Exocat ']
Cyperus exaltatus,['Exótica'],['Exocat ']
Cyperus glomeratus,['Exótica'],['Exocat ']
Cyperus involucratus,['Exótica'],['Exocat ']
Cyperus odoratus,['Exótica'],['Exocat ']
Cyperus papyrus,['Exótica'],['Exocat ']
Cyperus strigosus,['Exótica'],['Exocat ']
Cyprinus carpio,"['Exótica', 'Introduced']",['Exocat ']
Cypris subglobosa,['Exótica'],['Exocat ']
Cyrtomium falcatum,"['Exótica', 'Introduced']",['Exocat ']
Cyrtomium fortunei,['Exótica'],['Exocat ']
Cystoseira genus,['En Peligro'],['Anexo II Conveni Barcelona']
Cytisus grandiflorus,['Exótica'],['Exocat ']
Cytisus striatus,['Exótica'],['Exocat ']
Dactyloctenium aegyptium,['Exótica'],['Exocat ']
Dactylopius opuntiae,"['Exótica', 'Introduced']",['Exocat ']
Dactylotrypes longicollis,['Exótica'],['Exocat ']
Dama dama,['Exótica'],['Exocat ']
Danaus chrysippus,['Exótica'],['Exocat ']
Danaus plexippus,['Exótica'],['Exocat ']
Dasylirion serratifolium,['Exótica'],['Exocat ']
Datura ferox,['Exótica'],['Exocat ']
Datura innoxia,['Exótica'],['Exocat ']
Datura inoxia,['Introduced'],[]
Datura stramonium,"['Exótica', 'Introduced']",['Exocat ']
Datura wrightii,['Exótica'],['Exocat ']
Daucus carota subsp. sativus,['Exótica'],['Exocat ']
Daucus muricatus,['Exótica'],['Exocat ']
Delairea odorata,"['Exótica', 'Introduced']",['Exocat ']
Delosperma cooperi,['Exótica'],['Exocat ']
Delosperma ecklonis,['Exótica'],['Exocat ']
Delphinus delphis,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Dendrocygna autumnalis,['Exótica'],['Exocat ']
Dendrocygna bicolor,['Exótica'],['Exocat ']
Dendrocygna viduata,['Exótica'],['Exocat ']
Dendrophyllia cornigera,['En Peligro'],['Anexo II Conveni Barcelona']
Dendrophyllia ramea,['En Peligro'],['Anexo II Conveni Barcelona']
Dendropoma petraeum,['En Peligro'],['Anexo II Conveni Barcelona']
Dendropoma petræum,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Dermestes frischi,['Exótica'],['Exocat ']
Dermestes lardarius,['Exótica'],['Exocat ']
Dermochelys coriacea,['En Peligro'],['Anexo II Conveni Barcelona']
Desmana moschata,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Desmana pyrenaica,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Desmophyllum dianthus,['En Peligro'],['Anexo II Conveni Barcelona']
Diadesmis confervacea,['Exótica'],['Exocat ']
Dianthus caryophyllus subsp. caryophyllus,['Exótica'],['Exocat ']
Diaspidiotus perniciosus,['Exótica'],['Exocat ']
Dichondra micrantha,"['Exótica', 'Introduced']",['Exocat ']
Dicologlossa hexophthalma,['Exótica'],['Exocat ']
Dictyota cyanoloma,"['Exótica', 'Introduced']",['Exocat ']
Didymodon australasiae,['Exótica'],['Exocat ']
Didymodon umbrosus,['Exótica'],['Exocat ']
Didymosphenia geminata,"['Exótica', 'Introduced']",['Exocat ']
Digitaria ciliaris,['Exótica'],['Exocat ']
Digitaria sanguinalis subsp. pectiniformis,['Exótica'],['Exocat ']
Digitaria sanguinalis subsp. sanguinalis,['Exótica'],['Exocat ']
Digitaria violascens,['Exótica'],['Exocat ']
Dikerogammarus villosus,['Introduced'],[]
Dimorphotheca fruticosa,['Exótica'],['Exocat ']
Dimorphotheca pluvialis,['Exótica'],['Exocat ']
Diocalandra frumenti,['Introduced'],[]
Diospyros kaki,['Exótica'],['Exocat ']
Diospyros lotus,['Exótica'],['Exocat ']
Diospyros virginiana,['Exótica'],['Exocat ']
Diplachne fusca subsp. uninervia,['Exótica'],['Exocat ']
